"Channel","Company","Category","PickupDate","DropoffDate","Duration","PickupLocation","DropoffLocation","Daily Rate","TotalRate"
"DiscoverCars","Europcar","COMPACT (Renault Megane STW (CWMD))","07/06/2023","10/06/2023","3","Lisbon Airport","Lisbon Airport","47,35 €","142,05 €"
"DiscoverCars","Europcar","COMPACT (Fiat Tipo STW (CWMR))","07/06/2023","10/06/2023","3","Lisbon Airport","Lisbon Airport","38,20 €","114,61 €"
"DiscoverCars","Europcar","COMPACT ELITE (Volkswagen Golf STW (DWMD))","07/06/2023","10/06/2023","3","Lisbon Airport","Lisbon Airport","51,26 €","153,78 €"
"DiscoverCars","Enterprise","COMPACT (Renault Megane STW (CWMR))","07/06/2023","10/06/2023","3","Lisbon Airport","Lisbon Airport","39,99 €","119,97 €"
"DiscoverCars","Alamo","COMPACT (Hyundai i30 STW (CWMR))","07/06/2023","10/06/2023","3","Lisbon Airport","Lisbon Airport","39,99 €","119,97 €"
"DiscoverCars","Turisprime","COMPACT (Peugeot 308 STW (CWMR))","08/06/2023","11/06/2023","3","Lisbon Airport","Lisbon Airport","18,89 €","56,68 €"
"DiscoverCars","Drive On","COMPACT (Opel Astra SW (CWMR))","08/06/2023","11/06/2023","3","Lisbon Airport","Lisbon Airport","19,62 €","58,85 €"
"DiscoverCars","Right Cars","COMPACT (Renault Megane STW (CWMR))","08/06/2023","11/06/2023","3","Lisbon Airport","Lisbon Airport","21,29 €","63,86 €"
"DiscoverCars","Cael","COMPACT (Renault Megane STW (CWMR))","08/06/2023","11/06/2023","3","Lisbon Airport","Lisbon Airport","30,90 €","92,69 €"
"DiscoverCars","Greenmotion","COMPACT (Fiat Tipo STW (CWMR))","08/06/2023","11/06/2023","3","Lisbon Airport","Lisbon Airport","19,85 €","59,56 €"
"DiscoverCars","Drivalia","COMPACT (Seat Leon STW (CWMD))","08/06/2023","11/06/2023","3","Lisbon Airport","Lisbon Airport","28,99 €","86,98 €"
"DiscoverCars","Carwiz","COMPACT (Fiat Tipo STW (CWMR))","08/06/2023","11/06/2023","3","Lisbon Airport","Lisbon Airport","29,90 €","89,69 €"
"DiscoverCars","Bravacar","INTERMEDIATE (Renault Megane Grandtour (IWMD))","08/06/2023","11/06/2023","3","Lisbon Airport","Lisbon Airport","19,29 €","57,86 €"
"DiscoverCars","Surprice","ECONOMY (Ford Focus STW (EWMV))","08/06/2023","11/06/2023","3","Lisbon Airport","Lisbon Airport","20,28 €","60,83 €"
"DiscoverCars","Crc","COMPACT (Peugeot 308 STW (CWMR))","08/06/2023","11/06/2023","3","Lisbon Airport","Lisbon Airport","58,59 €","175,77 €"
"DiscoverCars","Rentauto","INTERMEDIATE (Peugeot 308 SW Estate (IWMV))","08/06/2023","11/06/2023","3","Lisbon Airport","Lisbon Airport","54,50 €","163,49 €"
"DiscoverCars","Movyng","COMPACT (Ford Focus STW (CWMD))","08/06/2023","11/06/2023","3","Lisbon Airport","Lisbon Airport","81,51 €","244,54 €"
"DiscoverCars","Golfauto","INTERMEDIATE (Renault Megane Grandtour (IWMV))","08/06/2023","11/06/2023","3","Lisbon Airport","Lisbon Airport","60,58 €","181,75 €"
"DiscoverCars","Keddy","COMPACT (Peugeot 308 STW (CWMD))","08/06/2023","11/06/2023","3","Lisbon Airport","Lisbon Airport","45,28 €","135,84 €"
"DiscoverCars","Golfauto","COMPACT (Ford Focus STW (CWMV))","08/06/2023","11/06/2023","3","Lisbon Airport","Lisbon Airport","60,57 €","181,72 €"
"DiscoverCars","Surprice","ECONOMY (Renault Megane STW (EWMR))","08/06/2023","11/06/2023","3","Lisbon Airport","Lisbon Airport","49,35 €","148,05 €"
"DiscoverCars","Klass Wagen","COMPACT (Kia Ceed STW (CWMR))","08/06/2023","11/06/2023","3","Lisbon Airport","Lisbon Airport","19,20 €","57,59 €"
"DiscoverCars","Europcar","COMPACT (Renault Megane STW (CWMD))","08/06/2023","11/06/2023","3","Lisbon Airport","Lisbon Airport","47,35 €","142,05 €"
"DiscoverCars","Golfauto","INTERMEDIATE (Renault Megane Grandtour (IWMR))","08/06/2023","11/06/2023","3","Lisbon Airport","Lisbon Airport","60,56 €","181,68 €"
"DiscoverCars","Europcar","COMPACT (Fiat Tipo STW (CWMR))","08/06/2023","11/06/2023","3","Lisbon Airport","Lisbon Airport","38,20 €","114,61 €"
"DiscoverCars","Europcar","COMPACT ELITE (Volkswagen Golf STW (DWMD))","08/06/2023","11/06/2023","3","Lisbon Airport","Lisbon Airport","51,26 €","153,78 €"
"DiscoverCars","Enterprise","COMPACT (Renault Megane STW (CWMR))","08/06/2023","11/06/2023","3","Lisbon Airport","Lisbon Airport","39,99 €","119,97 €"
"DiscoverCars","Alamo","COMPACT (Hyundai i30 STW (CWMR))","08/06/2023","11/06/2023","3","Lisbon Airport","Lisbon Airport","39,99 €","119,97 €"
"DiscoverCars","Turisprime","COMPACT (Peugeot 308 STW (CWMR))","09/06/2023","12/06/2023","3","Lisbon Airport","Lisbon Airport","18,89 €","56,68 €"
"DiscoverCars","Drive On","COMPACT (Opel Astra SW (CWMR))","09/06/2023","12/06/2023","3","Lisbon Airport","Lisbon Airport","19,62 €","58,85 €"
"DiscoverCars","Ausocar","COMPACT (Fiat Tipo STW (CWMD))","09/06/2023","12/06/2023","3","Lisbon Airport","Lisbon Airport","45,78 €","137,34 €"
"DiscoverCars","Cael","COMPACT (Renault Megane STW (CWMR))","09/06/2023","12/06/2023","3","Lisbon Airport","Lisbon Airport","30,90 €","92,69 €"
"DiscoverCars","Right Cars","COMPACT (Renault Megane STW (CWMR))","09/06/2023","12/06/2023","3","Lisbon Airport","Lisbon Airport","21,29 €","63,86 €"
"DiscoverCars","Greenmotion","COMPACT (Fiat Tipo STW (CWMR))","09/06/2023","12/06/2023","3","Lisbon Airport","Lisbon Airport","19,85 €","59,56 €"
"DiscoverCars","Drivalia","COMPACT (Seat Leon STW (CWMD))","09/06/2023","12/06/2023","3","Lisbon Airport","Lisbon Airport","28,99 €","86,98 €"
"DiscoverCars","Berent","INTERMEDIATE (Renault Megane Grandtour (IWMR))","09/06/2023","12/06/2023","3","Lisbon Airport","Lisbon Airport","20,90 €","62,69 €"
"DiscoverCars","Carwiz","COMPACT (Fiat Tipo STW (CWMR))","09/06/2023","12/06/2023","3","Lisbon Airport","Lisbon Airport","18,23 €","54,70 €"
"DiscoverCars","Bravacar","INTERMEDIATE (Renault Megane Grandtour (IWMD))","09/06/2023","12/06/2023","3","Lisbon Airport","Lisbon Airport","19,29 €","57,86 €"
"DiscoverCars","Crc","COMPACT (Peugeot 308 STW (CWMR))","09/06/2023","12/06/2023","3","Lisbon Airport","Lisbon Airport","58,59 €","175,77 €"
"DiscoverCars","Surprice","ECONOMY (Ford Focus STW (EWMV))","09/06/2023","12/06/2023","3","Lisbon Airport","Lisbon Airport","47,31 €","141,93 €"
"DiscoverCars","Rentauto","INTERMEDIATE (Peugeot 308 SW Estate (IWMV))","09/06/2023","12/06/2023","3","Lisbon Airport","Lisbon Airport","54,50 €","163,49 €"
"DiscoverCars","Movyng","COMPACT (Ford Focus STW (CWMD))","09/06/2023","12/06/2023","3","Lisbon Airport","Lisbon Airport","81,51 €","244,54 €"
"DiscoverCars","Golfauto","INTERMEDIATE (Renault Megane Grandtour (IWMV))","09/06/2023","12/06/2023","3","Lisbon Airport","Lisbon Airport","60,58 €","181,75 €"
"DiscoverCars","Keddy","COMPACT (Peugeot 308 STW (CWMD))","09/06/2023","12/06/2023","3","Lisbon Airport","Lisbon Airport","45,28 €","135,84 €"
"DiscoverCars","Golfauto","COMPACT (Ford Focus STW (CWMV))","09/06/2023","12/06/2023","3","Lisbon Airport","Lisbon Airport","60,57 €","181,72 €"
"DiscoverCars","Surprice","ECONOMY (Renault Megane STW (EWMR))","09/06/2023","12/06/2023","3","Lisbon Airport","Lisbon Airport","47,67 €","143,01 €"
"DiscoverCars","Klass Wagen","COMPACT (Kia Ceed STW (CWMR))","09/06/2023","12/06/2023","3","Lisbon Airport","Lisbon Airport","19,20 €","57,59 €"
"DiscoverCars","Europcar","COMPACT (Renault Megane STW (CWMD))","09/06/2023","12/06/2023","3","Lisbon Airport","Lisbon Airport","47,35 €","142,05 €"
"DiscoverCars","Golfauto","INTERMEDIATE (Renault Megane Grandtour (IWMR))","09/06/2023","12/06/2023","3","Lisbon Airport","Lisbon Airport","60,56 €","181,68 €"
"DiscoverCars","Europcar","COMPACT (Fiat Tipo STW (CWMR))","09/06/2023","12/06/2023","3","Lisbon Airport","Lisbon Airport","38,20 €","114,61 €"
"DiscoverCars","Europcar","COMPACT ELITE (Volkswagen Golf STW (DWMD))","09/06/2023","12/06/2023","3","Lisbon Airport","Lisbon Airport","51,26 €","153,78 €"
"DiscoverCars","Enterprise","COMPACT (Renault Megane STW (CWMR))","09/06/2023","12/06/2023","3","Lisbon Airport","Lisbon Airport","39,99 €","119,97 €"
"DiscoverCars","Alamo","COMPACT (Hyundai i30 STW (CWMR))","09/06/2023","12/06/2023","3","Lisbon Airport","Lisbon Airport","41,55 €","124,64 €"
"DiscoverCars","First Rent","INTERMEDIATE (Peugeot 308 SW Estate (IWMR))","09/06/2023","12/06/2023","3","Lisbon Airport","Lisbon Airport","114,41 €","343,24 €"
"DiscoverCars","Turisprime","COMPACT (Peugeot 308 STW (CWMR))","10/06/2023","13/06/2023","3","Lisbon Airport","Lisbon Airport","18,89 €","56,68 €"
"DiscoverCars","Drive On","COMPACT (Opel Astra SW (CWMR))","10/06/2023","13/06/2023","3","Lisbon Airport","Lisbon Airport","19,62 €","58,85 €"
"DiscoverCars","Cael","COMPACT (Renault Megane STW (CWMR))","10/06/2023","13/06/2023","3","Lisbon Airport","Lisbon Airport","30,90 €","92,69 €"
"DiscoverCars","Right Cars","COMPACT (Renault Megane STW (CWMR))","10/06/2023","13/06/2023","3","Lisbon Airport","Lisbon Airport","21,29 €","63,86 €"
"DiscoverCars","Greenmotion","COMPACT (Fiat Tipo STW (CWMR))","10/06/2023","13/06/2023","3","Lisbon Airport","Lisbon Airport","19,85 €","59,56 €"
"DiscoverCars","Berent","INTERMEDIATE (Renault Megane Grandtour (IWMR))","10/06/2023","13/06/2023","3","Lisbon Airport","Lisbon Airport","20,90 €","62,69 €"
"DiscoverCars","Drivalia","COMPACT (Seat Leon STW (CWMD))","10/06/2023","13/06/2023","3","Lisbon Airport","Lisbon Airport","28,99 €","86,98 €"
"DiscoverCars","Carwiz","COMPACT (Fiat Tipo STW (CWMR))","10/06/2023","13/06/2023","3","Lisbon Airport","Lisbon Airport","29,90 €","89,69 €"
"DiscoverCars","Bravacar","INTERMEDIATE (Renault Megane Grandtour (IWMD))","10/06/2023","13/06/2023","3","Lisbon Airport","Lisbon Airport","19,29 €","57,86 €"
"DiscoverCars","Crc","COMPACT (Peugeot 308 STW (CWMR))","10/06/2023","13/06/2023","3","Lisbon Airport","Lisbon Airport","58,59 €","175,77 €"
"DiscoverCars","Movyng","COMPACT (Ford Focus STW (CWMD))","10/06/2023","13/06/2023","3","Lisbon Airport","Lisbon Airport","81,51 €","244,54 €"
"DiscoverCars","Rentauto","INTERMEDIATE (Peugeot 308 SW Estate (IWMV))","10/06/2023","13/06/2023","3","Lisbon Airport","Lisbon Airport","54,50 €","163,49 €"
"DiscoverCars","Drive On","INTERMEDIATE (Volkswagen Golf STW (IWMD))","10/06/2023","13/06/2023","3","Lisbon Airport","Lisbon Airport","20,12 €","60,35 €"
"DiscoverCars","Keddy","COMPACT (Peugeot 308 STW (CWMD))","10/06/2023","13/06/2023","3","Lisbon Airport","Lisbon Airport","45,28 €","135,84 €"
"DiscoverCars","Klass Wagen","COMPACT (Kia Ceed STW (CWMR))","10/06/2023","13/06/2023","3","Lisbon Airport","Lisbon Airport","19,20 €","57,59 €"
"DiscoverCars","Europcar","COMPACT (Renault Megane STW (CWMD))","10/06/2023","13/06/2023","3","Lisbon Airport","Lisbon Airport","47,35 €","142,05 €"
"DiscoverCars","Europcar","COMPACT (Fiat Tipo STW (CWMR))","10/06/2023","13/06/2023","3","Lisbon Airport","Lisbon Airport","38,20 €","114,61 €"
"DiscoverCars","Europcar","COMPACT ELITE (Volkswagen Golf STW (DWMD))","10/06/2023","13/06/2023","3","Lisbon Airport","Lisbon Airport","51,26 €","153,78 €"
"DiscoverCars","Enterprise","COMPACT (Renault Megane STW (CWMR))","10/06/2023","13/06/2023","3","Lisbon Airport","Lisbon Airport","39,99 €","119,97 €"
"DiscoverCars","Epi","COMPACT (Ford Focus STW (CWMR))","10/06/2023","13/06/2023","3","Lisbon Airport","Lisbon Airport","41,06 €","123,17 €"
"DiscoverCars","Alamo","COMPACT (Hyundai i30 STW (CWMR))","10/06/2023","13/06/2023","3","Lisbon Airport","Lisbon Airport","41,55 €","124,64 €"
"DiscoverCars","Turisprime","COMPACT (Peugeot 308 STW (CWMR))","11/06/2023","14/06/2023","3","Lisbon Airport","Lisbon Airport","18,89 €","56,68 €"
"DiscoverCars","Right Cars","COMPACT (Renault Megane STW (CWMR))","11/06/2023","14/06/2023","3","Lisbon Airport","Lisbon Airport","21,29 €","63,86 €"
"DiscoverCars","Drive On","COMPACT (Opel Astra SW (CWMR))","11/06/2023","14/06/2023","3","Lisbon Airport","Lisbon Airport","19,62 €","58,85 €"
"DiscoverCars","Cael","COMPACT (Renault Megane STW (CWMR))","11/06/2023","14/06/2023","3","Lisbon Airport","Lisbon Airport","30,90 €","92,69 €"
"DiscoverCars","Greenmotion","COMPACT (Fiat Tipo STW (CWMR))","11/06/2023","14/06/2023","3","Lisbon Airport","Lisbon Airport","19,85 €","59,56 €"
"DiscoverCars","Drivalia","COMPACT (Seat Leon STW (CWMD))","11/06/2023","14/06/2023","3","Lisbon Airport","Lisbon Airport","28,99 €","86,98 €"
"DiscoverCars","Berent","INTERMEDIATE (Renault Megane Grandtour (IWMR))","11/06/2023","14/06/2023","3","Lisbon Airport","Lisbon Airport","20,90 €","62,69 €"
"DiscoverCars","Carwiz","COMPACT (Fiat Tipo STW (CWMR))","11/06/2023","14/06/2023","3","Lisbon Airport","Lisbon Airport","18,23 €","54,70 €"
"DiscoverCars","Bravacar","INTERMEDIATE (Renault Megane Grandtour (IWMD))","11/06/2023","14/06/2023","3","Lisbon Airport","Lisbon Airport","19,29 €","57,86 €"
"DiscoverCars","Crc","COMPACT (Peugeot 308 STW (CWMR))","11/06/2023","14/06/2023","3","Lisbon Airport","Lisbon Airport","58,59 €","175,77 €"
"DiscoverCars","Movyng","COMPACT (Ford Focus STW (CWMD))","11/06/2023","14/06/2023","3","Lisbon Airport","Lisbon Airport","81,51 €","244,54 €"
"DiscoverCars","Rentauto","INTERMEDIATE (Peugeot 308 SW Estate (IWMV))","11/06/2023","14/06/2023","3","Lisbon Airport","Lisbon Airport","54,50 €","163,49 €"
"DiscoverCars","Drive On","INTERMEDIATE (Volkswagen Golf STW (IWMD))","11/06/2023","14/06/2023","3","Lisbon Airport","Lisbon Airport","20,12 €","60,35 €"
"DiscoverCars","Golfauto","INTERMEDIATE (Renault Megane Grandtour (IWMV))","11/06/2023","14/06/2023","3","Lisbon Airport","Lisbon Airport","60,58 €","181,75 €"
"DiscoverCars","Keddy","COMPACT (Peugeot 308 STW (CWMD))","11/06/2023","14/06/2023","3","Lisbon Airport","Lisbon Airport","45,28 €","135,84 €"
"DiscoverCars","Golfauto","COMPACT (Ford Focus STW (CWMV))","11/06/2023","14/06/2023","3","Lisbon Airport","Lisbon Airport","60,57 €","181,72 €"
"DiscoverCars","Klass Wagen","COMPACT (Kia Ceed STW (CWMR))","11/06/2023","14/06/2023","3","Lisbon Airport","Lisbon Airport","19,20 €","57,59 €"
"DiscoverCars","Europcar","COMPACT (Renault Megane STW (CWMD))","11/06/2023","14/06/2023","3","Lisbon Airport","Lisbon Airport","47,35 €","142,05 €"
"DiscoverCars","Golfauto","INTERMEDIATE (Renault Megane Grandtour (IWMR))","11/06/2023","14/06/2023","3","Lisbon Airport","Lisbon Airport","60,56 €","181,68 €"
"DiscoverCars","Europcar","COMPACT (Fiat Tipo STW (CWMR))","11/06/2023","14/06/2023","3","Lisbon Airport","Lisbon Airport","38,20 €","114,61 €"
"DiscoverCars","Europcar","COMPACT ELITE (Volkswagen Golf STW (DWMD))","11/06/2023","14/06/2023","3","Lisbon Airport","Lisbon Airport","51,26 €","153,78 €"
"DiscoverCars","Enterprise","COMPACT (Renault Megane STW (CWMR))","11/06/2023","14/06/2023","3","Lisbon Airport","Lisbon Airport","39,99 €","119,97 €"
"DiscoverCars","Epi","COMPACT (Ford Focus STW (CWMR))","11/06/2023","14/06/2023","3","Lisbon Airport","Lisbon Airport","41,06 €","123,17 €"
"DiscoverCars","Alamo","COMPACT (Hyundai i30 STW (CWMR))","11/06/2023","14/06/2023","3","Lisbon Airport","Lisbon Airport","48,35 €","145,06 €"
"DiscoverCars","First Rent","INTERMEDIATE (Peugeot 308 SW Estate (IWMR))","11/06/2023","14/06/2023","3","Lisbon Airport","Lisbon Airport","129,38 €","388,14 €"
"DiscoverCars","Turisprime","COMPACT (Peugeot 308 STW (CWMR))","12/06/2023","15/06/2023","3","Lisbon Airport","Lisbon Airport","18,89 €","56,68 €"
"DiscoverCars","Ausocar","COMPACT (Fiat Tipo STW (CWMD))","12/06/2023","15/06/2023","3","Lisbon Airport","Lisbon Airport","45,78 €","137,34 €"
"DiscoverCars","Drive On","COMPACT (Opel Astra SW (CWMR))","12/06/2023","15/06/2023","3","Lisbon Airport","Lisbon Airport","19,62 €","58,85 €"
"DiscoverCars","Right Cars","COMPACT (Renault Megane STW (CWMR))","12/06/2023","15/06/2023","3","Lisbon Airport","Lisbon Airport","21,29 €","63,86 €"
"DiscoverCars","Cael","COMPACT (Renault Megane STW (CWMR))","12/06/2023","15/06/2023","3","Lisbon Airport","Lisbon Airport","30,90 €","92,69 €"
"DiscoverCars","Greenmotion","COMPACT (Fiat Tipo STW (CWMR))","12/06/2023","15/06/2023","3","Lisbon Airport","Lisbon Airport","18,67 €","56,00 €"
"DiscoverCars","Berent","INTERMEDIATE (Renault Megane Grandtour (IWMR))","12/06/2023","15/06/2023","3","Lisbon Airport","Lisbon Airport","20,90 €","62,69 €"
"DiscoverCars","Drivalia","COMPACT (Seat Leon STW (CWMD))","12/06/2023","15/06/2023","3","Lisbon Airport","Lisbon Airport","28,99 €","86,98 €"
"DiscoverCars","Carwiz","COMPACT (Fiat Tipo STW (CWMR))","12/06/2023","15/06/2023","3","Lisbon Airport","Lisbon Airport","18,23 €","54,70 €"
"DiscoverCars","Bravacar","INTERMEDIATE (Renault Megane Grandtour (IWMD))","12/06/2023","15/06/2023","3","Lisbon Airport","Lisbon Airport","19,29 €","57,86 €"
"DiscoverCars","Crc","COMPACT (Peugeot 308 STW (CWMR))","12/06/2023","15/06/2023","3","Lisbon Airport","Lisbon Airport","58,59 €","175,77 €"
"DiscoverCars","Rentauto","INTERMEDIATE (Peugeot 308 SW Estate (IWMV))","12/06/2023","15/06/2023","3","Lisbon Airport","Lisbon Airport","54,50 €","163,49 €"
"DiscoverCars","Movyng","COMPACT (Ford Focus STW (CWMD))","12/06/2023","15/06/2023","3","Lisbon Airport","Lisbon Airport","81,51 €","244,54 €"
"DiscoverCars","Golfauto","INTERMEDIATE (Renault Megane Grandtour (IWMV))","12/06/2023","15/06/2023","3","Lisbon Airport","Lisbon Airport","60,58 €","181,75 €"
"DiscoverCars","Keddy","COMPACT (Peugeot 308 STW (CWMD))","12/06/2023","15/06/2023","3","Lisbon Airport","Lisbon Airport","45,28 €","135,84 €"
"DiscoverCars","Golfauto","COMPACT (Ford Focus STW (CWMV))","12/06/2023","15/06/2023","3","Lisbon Airport","Lisbon Airport","60,57 €","181,72 €"
"DiscoverCars","Klass Wagen","COMPACT (Kia Ceed STW (CWMR))","12/06/2023","15/06/2023","3","Lisbon Airport","Lisbon Airport","19,20 €","57,59 €"
"DiscoverCars","Europcar","COMPACT (Renault Megane STW (CWMD))","12/06/2023","15/06/2023","3","Lisbon Airport","Lisbon Airport","47,35 €","142,05 €"
"DiscoverCars","Golfauto","INTERMEDIATE (Renault Megane Grandtour (IWMR))","12/06/2023","15/06/2023","3","Lisbon Airport","Lisbon Airport","60,56 €","181,68 €"
"DiscoverCars","Europcar","COMPACT (Fiat Tipo STW (CWMR))","12/06/2023","15/06/2023","3","Lisbon Airport","Lisbon Airport","38,20 €","114,61 €"
"DiscoverCars","Europcar","COMPACT ELITE (Volkswagen Golf STW (DWMD))","12/06/2023","15/06/2023","3","Lisbon Airport","Lisbon Airport","51,26 €","153,78 €"
"DiscoverCars","Enterprise","COMPACT (Renault Megane STW (CWMR))","12/06/2023","15/06/2023","3","Lisbon Airport","Lisbon Airport","39,99 €","119,97 €"
"DiscoverCars","Epi","COMPACT (Ford Focus STW (CWMR))","12/06/2023","15/06/2023","3","Lisbon Airport","Lisbon Airport","41,06 €","123,17 €"
"DiscoverCars","Alamo","COMPACT (Hyundai i30 STW (CWMR))","12/06/2023","15/06/2023","3","Lisbon Airport","Lisbon Airport","39,99 €","119,97 €"
"DiscoverCars","First Rent","INTERMEDIATE (Peugeot 308 SW Estate (IWMR))","12/06/2023","15/06/2023","3","Lisbon Airport","Lisbon Airport","114,41 €","343,24 €"
"DiscoverCars","Europcar","COMPACT (Fiat Tipo STW (CWMR))","15/06/2023","18/06/2023","3","Lisbon Airport","Lisbon Airport","38,20 €","114,61 €"
"DiscoverCars","Klass Wagen","COMPACT (Kia Ceed STW (CWMR))","15/06/2023","18/06/2023","3","Lisbon Airport","Lisbon Airport","19,20 €","57,59 €"
"DiscoverCars","Europcar","COMPACT (Renault Megane STW (CWMD))","15/06/2023","18/06/2023","3","Lisbon Airport","Lisbon Airport","47,35 €","142,05 €"
"DiscoverCars","Enterprise","COMPACT (Renault Megane STW (CWMR))","15/06/2023","18/06/2023","3","Lisbon Airport","Lisbon Airport","39,99 €","119,97 €"
"DiscoverCars","Europcar","COMPACT ELITE (Volkswagen Golf STW (DWMD))","15/06/2023","18/06/2023","3","Lisbon Airport","Lisbon Airport","51,26 €","153,78 €"
"DiscoverCars","Golfauto","INTERMEDIATE (Renault Megane Grandtour (IWMV))","15/06/2023","18/06/2023","3","Lisbon Airport","Lisbon Airport","60,58 €","181,75 €"
"DiscoverCars","Turisprime","COMPACT (Peugeot 308 STW (CWMR))","15/06/2023","18/06/2023","3","Lisbon Airport","Lisbon Airport","18,89 €","56,68 €"
"DiscoverCars","Keddy","COMPACT (Peugeot 308 STW (CWMD))","15/06/2023","18/06/2023","3","Lisbon Airport","Lisbon Airport","45,28 €","135,84 €"
"DiscoverCars","Greenmotion","COMPACT (Fiat Tipo STW (CWMR))","15/06/2023","18/06/2023","3","Lisbon Airport","Lisbon Airport","27,77 €","83,30 €"
"DiscoverCars","Golfauto","COMPACT (Ford Focus STW (CWMV))","15/06/2023","18/06/2023","3","Lisbon Airport","Lisbon Airport","60,57 €","181,72 €"
"DiscoverCars","Berent","INTERMEDIATE (Renault Megane Grandtour (IWMR))","15/06/2023","18/06/2023","3","Lisbon Airport","Lisbon Airport","20,90 €","62,69 €"
"DiscoverCars","Golfauto","INTERMEDIATE (Renault Megane Grandtour (IWMR))","15/06/2023","18/06/2023","3","Lisbon Airport","Lisbon Airport","60,56 €","181,68 €"
"DiscoverCars","Bravacar","INTERMEDIATE (Renault Megane Grandtour (IWMD))","15/06/2023","18/06/2023","3","Lisbon Airport","Lisbon Airport","19,29 €","57,86 €"
"DiscoverCars","Carwiz","COMPACT (Fiat Tipo STW (CWMR))","15/06/2023","18/06/2023","3","Lisbon Airport","Lisbon Airport","18,23 €","54,70 €"
"DiscoverCars","Drive On","COMPACT (Opel Astra SW (CWMR))","15/06/2023","18/06/2023","3","Lisbon Airport","Lisbon Airport","25,10 €","75,29 €"
"DiscoverCars","Right Cars","COMPACT (Renault Megane STW (CWMR))","15/06/2023","18/06/2023","3","Lisbon Airport","Lisbon Airport","21,29 €","63,86 €"
"DiscoverCars","Cael","COMPACT (Renault Megane STW (CWMR))","15/06/2023","18/06/2023","3","Lisbon Airport","Lisbon Airport","30,90 €","92,69 €"
"DiscoverCars","Crc","COMPACT (Peugeot 308 STW (CWMR))","15/06/2023","18/06/2023","3","Lisbon Airport","Lisbon Airport","58,59 €","175,77 €"
"DiscoverCars","Rentauto","INTERMEDIATE (Peugeot 308 SW Estate (IWMV))","15/06/2023","18/06/2023","3","Lisbon Airport","Lisbon Airport","54,50 €","163,49 €"
"DiscoverCars","Movyng","COMPACT (Ford Focus STW (CWMD))","15/06/2023","18/06/2023","3","Lisbon Airport","Lisbon Airport","81,51 €","244,54 €"
"DiscoverCars","Epi","COMPACT (Ford Focus STW (CWMR))","15/06/2023","18/06/2023","3","Lisbon Airport","Lisbon Airport","41,06 €","123,17 €"
"DiscoverCars","Waygo","COMPACT (Fiat Tipo STW (CWMD))","15/06/2023","18/06/2023","3","Lisbon Airport","Lisbon Airport","39,87 €","119,62 €"
"DiscoverCars","Alamo","COMPACT (Hyundai i30 STW (CWMR))","15/06/2023","18/06/2023","3","Lisbon Airport","Lisbon Airport","39,99 €","119,97 €"
"DiscoverCars","Record Go","COMPACT (Opel Astra STW (CWMR))","15/06/2023","18/06/2023","3","Lisbon Airport","Lisbon Airport","18,15 €","54,45 €"
"DiscoverCars","First Rent","INTERMEDIATE (Peugeot 308 SW Estate (IWMR))","15/06/2023","18/06/2023","3","Lisbon Airport","Lisbon Airport","129,38 €","388,14 €"
"DiscoverCars","Waygo","COMPACT (Ford Focus STW (CWMV))","15/06/2023","18/06/2023","3","Lisbon Airport","Lisbon Airport","30,25 €","90,74 €"
"DiscoverCars","Europcar","COMPACT (Fiat Tipo STW (CWMR))","19/06/2023","22/06/2023","3","Lisbon Airport","Lisbon Airport","38,20 €","114,61 €"
"DiscoverCars","Klass Wagen","COMPACT (Kia Ceed STW (CWMR))","19/06/2023","22/06/2023","3","Lisbon Airport","Lisbon Airport","19,20 €","57,59 €"
"DiscoverCars","Surprice","ECONOMY (Ford Focus STW (EWMV))","19/06/2023","22/06/2023","3","Lisbon Airport","Lisbon Airport","50,88 €","152,63 €"
"DiscoverCars","Europcar","COMPACT (Renault Megane STW (CWMD))","19/06/2023","22/06/2023","3","Lisbon Airport","Lisbon Airport","47,35 €","142,05 €"
"DiscoverCars","Enterprise","COMPACT (Renault Megane STW (CWMR))","19/06/2023","22/06/2023","3","Lisbon Airport","Lisbon Airport","39,99 €","119,97 €"
"DiscoverCars","Europcar","COMPACT ELITE (Volkswagen Golf STW (DWMD))","19/06/2023","22/06/2023","3","Lisbon Airport","Lisbon Airport","51,26 €","153,78 €"
"DiscoverCars","Surprice","ECONOMY (Renault Megane STW (EWMR))","19/06/2023","22/06/2023","3","Lisbon Airport","Lisbon Airport","51,64 €","154,92 €"
"DiscoverCars","Golfauto","INTERMEDIATE (Renault Megane Grandtour (IWMV))","19/06/2023","22/06/2023","3","Lisbon Airport","Lisbon Airport","60,58 €","181,75 €"
"DiscoverCars","Turisprime","COMPACT (Peugeot 308 STW (CWMR))","19/06/2023","22/06/2023","3","Lisbon Airport","Lisbon Airport","18,89 €","56,68 €"
"DiscoverCars","Keddy","COMPACT (Peugeot 308 STW (CWMD))","19/06/2023","22/06/2023","3","Lisbon Airport","Lisbon Airport","45,28 €","135,84 €"
"DiscoverCars","Greenmotion","COMPACT (Fiat Tipo STW (CWMR))","19/06/2023","22/06/2023","3","Lisbon Airport","Lisbon Airport","27,77 €","83,30 €"
"DiscoverCars","Golfauto","COMPACT (Ford Focus STW (CWMV))","19/06/2023","22/06/2023","3","Lisbon Airport","Lisbon Airport","60,57 €","181,72 €"
