Region,Location,Season,Category,Current Utilization,Forecast Utilization,Duration,Competitor Rate,Recommend Rate,Current Rate
Porto Airport,Porto Airport,SEP2_SA(02/09/2023--03/09/2023),EDAR (Peugeot 208 Automatic),108,,20,"70,01 €",44.08,70.01
Porto Airport,Porto Airport,SEP2_SA(02/09/2023--03/09/2023),EDAR (Peugeot 208 Automatic),108,,21,"70,01 €",44.08,70.01
Porto Airport,Porto Airport,SEP2_SA(02/09/2023--03/09/2023),EDAR (Peugeot 208 Automatic),108,,22,"70,01 €",44.08,70.01
Porto Airport,Porto Airport,SEP2_SA(02/09/2023--03/09/2023),EDAR (Peugeot 208 Automatic),108,,23,"70,01 €",44.08,70.01
Porto Airport,Porto Airport,SEP2_SA(02/09/2023--03/09/2023),EDAR (Peugeot 208 Automatic),108,,24,"70,01 €",44.08,70.01
Porto Airport,Porto Airport,SEP2_SA(02/09/2023--03/09/2023),EDAR (Peugeot 208 Automatic),108,,25,"70,01 €",44.08,70.01
Porto Airport,Porto Airport,SEP2_SA(02/09/2023--03/09/2023),EDAR (Peugeot 208 Automatic),108,,26,"70,01 €",44.08,70.01
Porto Airport,Porto Airport,SEP2_SA(02/09/2023--03/09/2023),EDAR (Peugeot 208 Automatic),108,,27,"70,01 €",44.08,70.01
Porto Airport,Porto Airport,SEP2_SA(02/09/2023--03/09/2023),EDAR (Peugeot 208 Automatic),108,,28,"70,01 €",44.08,70.01
Porto Airport,Porto Airport,SEP2_SA(02/09/2023--03/09/2023),EDAR (Peugeot 208 Automatic),108,,29,"70,01 €",44.08,70.01
Porto Airport,Porto Airport,SEP2_SA(02/09/2023--03/09/2023),EDAR (Peugeot 208 Automatic),108,,30,"70,01 €",44.08,70.01
Porto Airport,Porto Airport,SEP2_SA(02/09/2023--03/09/2023),EDAR (Peugeot 208 Automatic),108,,31,"70,01 €",44.08,70.01
Porto Airport,Porto Airport,SEP2_SA(02/09/2023--03/09/2023),HDMR (VW Polo Manual),84,,1,€27.02,27.12,27.12
Porto Airport,Porto Airport,SEP2_SA(02/09/2023--03/09/2023),HDMR (VW Polo Manual),84,,2,€27.02,27.12,27.12
Porto Airport,Porto Airport,SEP2_SA(02/09/2023--03/09/2023),HDMR (VW Polo Manual),84,,3,€27.02,16.96,27.12
Porto Airport,Porto Airport,SEP2_SA(02/09/2023--03/09/2023),HDMR (VW Polo Manual),84,,4,€27.02,16.96,27.12
Porto Airport,Porto Airport,SEP2_SA(02/09/2023--03/09/2023),HDMR (VW Polo Manual),84,,5,€27.02,18.96,27.12
Porto Airport,Porto Airport,SEP2_SA(02/09/2023--03/09/2023),HDMR (VW Polo Manual),84,,6,€27.02,18.96,27.12
Porto Airport,Porto Airport,SEP2_SA(02/09/2023--03/09/2023),HDMR (VW Polo Manual),84,,7,€27.02,14.51,27.12
Porto Airport,Porto Airport,SEP2_SA(02/09/2023--03/09/2023),HDMR (VW Polo Manual),84,,8,€27.02,14.51,27.12
Porto Airport,Porto Airport,SEP2_SA(02/09/2023--03/09/2023),HDMR (VW Polo Manual),84,,9,€27.02,14.51,27.12
Porto Airport,Porto Airport,SEP2_SA(02/09/2023--03/09/2023),HDMR (VW Polo Manual),84,,10,€27.02,14.51,27.12
Porto Airport,Porto Airport,SEP2_SA(02/09/2023--03/09/2023),HDMR (VW Polo Manual),84,,11,€27.02,14.51,27.12
Porto Airport,Porto Airport,SEP2_SA(02/09/2023--03/09/2023),HDMR (VW Polo Manual),84,,12,€27.02,14.51,27.12
Porto Airport,Porto Airport,SEP2_SA(02/09/2023--03/09/2023),HDMR (VW Polo Manual),84,,13,€27.02,14.51,27.12
Porto Airport,Porto Airport,SEP2_SA(02/09/2023--03/09/2023),HDMR (VW Polo Manual),84,,14,€27.02,15.62,27.12
Porto Airport,Porto Airport,SEP2_SA(02/09/2023--03/09/2023),HDMR (VW Polo Manual),84,,15,€27.02,15.62,27.12
Porto Airport,Porto Airport,SEP2_SA(02/09/2023--03/09/2023),HDMR (VW Polo Manual),84,,16,€27.02,15.62,27.12
Porto Airport,Porto Airport,SEP2_SA(02/09/2023--03/09/2023),HDMR (VW Polo Manual),84,,17,€27.02,15.62,27.12
Porto Airport,Porto Airport,SEP2_SA(02/09/2023--03/09/2023),HDMR (VW Polo Manual),84,,18,€27.02,15.62,27.12
Porto Airport,Porto Airport,SEP2_SA(02/09/2023--03/09/2023),HDMR (VW Polo Manual),84,,19,€27.02,15.62,27.12
Porto Airport,Porto Airport,SEP2_SA(02/09/2023--03/09/2023),HDMR (VW Polo Manual),84,,20,€27.02,15.62,27.12
Porto Airport,Porto Airport,SEP2_SA(02/09/2023--03/09/2023),HDMR (VW Polo Manual),84,,21,€27.02,15.62,27.12
Porto Airport,Porto Airport,SEP2_SA(02/09/2023--03/09/2023),HDMR (VW Polo Manual),84,,22,€27.02,15.62,27.12
Porto Airport,Porto Airport,SEP2_SA(02/09/2023--03/09/2023),HDMR (VW Polo Manual),84,,23,€27.02,15.62,27.12
Porto Airport,Porto Airport,SEP2_SA(02/09/2023--03/09/2023),HDMR (VW Polo Manual),84,,24,€27.02,15.62,27.12
Porto Airport,Porto Airport,SEP2_SA(02/09/2023--03/09/2023),HDMR (VW Polo Manual),84,,25,€27.02,15.62,27.12
Porto Airport,Porto Airport,SEP2_SA(02/09/2023--03/09/2023),HDMR (VW Polo Manual),84,,26,€27.02,15.62,27.12
Porto Airport,Porto Airport,SEP2_SA(02/09/2023--03/09/2023),HDMR (VW Polo Manual),84,,27,€27.02,15.62,27.12
Porto Airport,Porto Airport,SEP2_SA(02/09/2023--03/09/2023),HDMR (VW Polo Manual),84,,28,€27.02,15.62,27.12
Porto Airport,Porto Airport,SEP2_SA(02/09/2023--03/09/2023),HDMR (VW Polo Manual),84,,29,€27.02,15.62,27.12
Porto Airport,Porto Airport,SEP2_SA(02/09/2023--03/09/2023),HDMR (VW Polo Manual),84,,30,€27.02,15.62,27.12
Porto Airport,Porto Airport,SEP2_SA(02/09/2023--03/09/2023),HDMR (VW Polo Manual),84,,31,€27.02,15.62,27.12
Porto Airport,Porto Airport,SEP2_SA(02/09/2023--03/09/2023),MCMR (Toyota Aygo 3 doors Manual),84,,1,"26,39 €",26.92,26.92
Porto Airport,Porto Airport,SEP2_SA(02/09/2023--03/09/2023),MCMR (Toyota Aygo 3 doors Manual),84,,2,"26,39 €",26.92,26.92
Porto Airport,Porto Airport,SEP2_SA(02/09/2023--03/09/2023),MCMR (Toyota Aygo 3 doors Manual),84,,3,"26,39 €",16.76,26.92
Porto Airport,Porto Airport,SEP2_SA(02/09/2023--03/09/2023),MCMR (Toyota Aygo 3 doors Manual),84,,4,"26,39 €",16.76,26.92
Porto Airport,Porto Airport,SEP2_SA(02/09/2023--03/09/2023),MCMR (Toyota Aygo 3 doors Manual),84,,5,"26,39 €",18.76,26.92
Porto Airport,Porto Airport,SEP2_SA(02/09/2023--03/09/2023),MCMR (Toyota Aygo 3 doors Manual),84,,6,"26,39 €",18.76,26.92
Porto Airport,Porto Airport,SEP2_SA(02/09/2023--03/09/2023),MCMR (Toyota Aygo 3 doors Manual),84,,7,"26,39 €",14.31,26.92
Porto Airport,Porto Airport,SEP2_SA(02/09/2023--03/09/2023),MCMR (Toyota Aygo 3 doors Manual),84,,8,"26,39 €",14.31,26.92
Porto Airport,Porto Airport,SEP2_SA(02/09/2023--03/09/2023),MCMR (Toyota Aygo 3 doors Manual),84,,9,"26,39 €",14.31,26.92
Porto Airport,Porto Airport,SEP2_SA(02/09/2023--03/09/2023),MCMR (Toyota Aygo 3 doors Manual),84,,10,"26,39 €",14.31,26.92
Porto Airport,Porto Airport,SEP2_SA(02/09/2023--03/09/2023),MCMR (Toyota Aygo 3 doors Manual),84,,11,"26,39 €",14.31,26.92
Porto Airport,Porto Airport,SEP2_SA(02/09/2023--03/09/2023),MCMR (Toyota Aygo 3 doors Manual),84,,12,"26,39 €",14.31,26.92
Porto Airport,Porto Airport,SEP2_SA(02/09/2023--03/09/2023),MCMR (Toyota Aygo 3 doors Manual),84,,13,"26,39 €",14.31,26.92
Porto Airport,Porto Airport,SEP2_SA(02/09/2023--03/09/2023),MCMR (Toyota Aygo 3 doors Manual),84,,14,"26,39 €",15.42,26.92
Porto Airport,Porto Airport,SEP2_SA(02/09/2023--03/09/2023),MCMR (Toyota Aygo 3 doors Manual),84,,15,"26,39 €",15.42,26.92
Porto Airport,Porto Airport,SEP2_SA(02/09/2023--03/09/2023),MCMR (Toyota Aygo 3 doors Manual),84,,16,"26,39 €",15.42,26.92
Porto Airport,Porto Airport,SEP2_SA(02/09/2023--03/09/2023),MCMR (Toyota Aygo 3 doors Manual),84,,17,"26,39 €",15.42,26.92
Porto Airport,Porto Airport,SEP2_SA(02/09/2023--03/09/2023),MCMR (Toyota Aygo 3 doors Manual),84,,18,"26,39 €",15.42,26.92
Porto Airport,Porto Airport,SEP2_SA(02/09/2023--03/09/2023),MCMR (Toyota Aygo 3 doors Manual),84,,19,"26,39 €",15.42,26.92
Porto Airport,Porto Airport,SEP2_SA(02/09/2023--03/09/2023),MCMR (Toyota Aygo 3 doors Manual),84,,20,"26,39 €",15.42,26.92
Porto Airport,Porto Airport,SEP2_SA(02/09/2023--03/09/2023),MCMR (Toyota Aygo 3 doors Manual),84,,21,"26,39 €",15.42,26.92
Porto Airport,Porto Airport,SEP2_SA(02/09/2023--03/09/2023),MCMR (Toyota Aygo 3 doors Manual),84,,22,"26,39 €",15.42,26.92
Porto Airport,Porto Airport,SEP2_SA(02/09/2023--03/09/2023),MCMR (Toyota Aygo 3 doors Manual),84,,23,"26,39 €",15.42,26.92
Porto Airport,Porto Airport,SEP2_SA(02/09/2023--03/09/2023),MCMR (Toyota Aygo 3 doors Manual),84,,24,"26,39 €",15.42,26.92
Porto Airport,Porto Airport,SEP2_SA(02/09/2023--03/09/2023),MCMR (Toyota Aygo 3 doors Manual),84,,25,"26,39 €",15.42,26.92
Porto Airport,Porto Airport,SEP2_SA(02/09/2023--03/09/2023),MCMR (Toyota Aygo 3 doors Manual),84,,26,"26,39 €",15.42,26.92
Porto Airport,Porto Airport,SEP2_SA(02/09/2023--03/09/2023),MCMR (Toyota Aygo 3 doors Manual),84,,27,"26,39 €",15.42,26.92
Porto Airport,Porto Airport,SEP2_SA(02/09/2023--03/09/2023),MCMR (Toyota Aygo 3 doors Manual),84,,28,"26,39 €",15.42,26.92
Porto Airport,Porto Airport,SEP2_SA(02/09/2023--03/09/2023),MCMR (Toyota Aygo 3 doors Manual),84,,29,"26,39 €",15.42,26.92
Porto Airport,Porto Airport,SEP2_SA(02/09/2023--03/09/2023),MCMR (Toyota Aygo 3 doors Manual),84,,30,"26,39 €",15.42,26.92
Porto Airport,Porto Airport,SEP2_SA(02/09/2023--03/09/2023),MCMR (Toyota Aygo 3 doors Manual),84,,31,"26,39 €",15.42,26.92
Porto Airport,Porto Airport,SEP2_SA(02/09/2023--03/09/2023),MDMR (Volkswagen UP 5 doors Manual),84,,1,€26.92,27.02,27.02
Porto Airport,Porto Airport,SEP2_SA(02/09/2023--03/09/2023),MDMR (Volkswagen UP 5 doors Manual),84,,2,€26.92,27.02,27.02
Porto Airport,Porto Airport,SEP2_SA(02/09/2023--03/09/2023),MDMR (Volkswagen UP 5 doors Manual),84,,3,€26.92,16.86,27.02
Porto Airport,Porto Airport,SEP2_SA(02/09/2023--03/09/2023),MDMR (Volkswagen UP 5 doors Manual),84,,4,€26.92,16.86,27.02
Porto Airport,Porto Airport,SEP2_SA(02/09/2023--03/09/2023),MDMR (Volkswagen UP 5 doors Manual),84,,5,€26.92,18.86,27.02
Porto Airport,Porto Airport,SEP2_SA(02/09/2023--03/09/2023),MDMR (Volkswagen UP 5 doors Manual),84,,6,€26.92,18.86,27.02
Porto Airport,Porto Airport,SEP2_SA(02/09/2023--03/09/2023),MDMR (Volkswagen UP 5 doors Manual),84,,7,€26.92,14.41,27.02
Porto Airport,Porto Airport,SEP2_SA(02/09/2023--03/09/2023),MDMR (Volkswagen UP 5 doors Manual),84,,8,€26.92,14.41,27.02
Porto Airport,Porto Airport,SEP2_SA(02/09/2023--03/09/2023),MDMR (Volkswagen UP 5 doors Manual),84,,9,€26.92,14.41,27.02
Porto Airport,Porto Airport,SEP2_SA(02/09/2023--03/09/2023),MDMR (Volkswagen UP 5 doors Manual),84,,10,€26.92,14.41,27.02
Porto Airport,Porto Airport,SEP2_SA(02/09/2023--03/09/2023),MDMR (Volkswagen UP 5 doors Manual),84,,11,€26.92,14.41,27.02
Porto Airport,Porto Airport,SEP2_SA(02/09/2023--03/09/2023),MDMR (Volkswagen UP 5 doors Manual),84,,12,€26.92,14.41,27.02
Porto Airport,Porto Airport,SEP2_SA(02/09/2023--03/09/2023),MDMR (Volkswagen UP 5 doors Manual),84,,13,€26.92,14.41,27.02
Porto Airport,Porto Airport,SEP2_SA(02/09/2023--03/09/2023),MDMR (Volkswagen UP 5 doors Manual),84,,14,€26.92,15.52,27.02
Porto Airport,Porto Airport,SEP2_SA(02/09/2023--03/09/2023),MDMR (Volkswagen UP 5 doors Manual),84,,15,€26.92,15.52,27.02
Porto Airport,Porto Airport,SEP2_SA(02/09/2023--03/09/2023),MDMR (Volkswagen UP 5 doors Manual),84,,16,€26.92,15.52,27.02
Porto Airport,Porto Airport,SEP2_SA(02/09/2023--03/09/2023),MDMR (Volkswagen UP 5 doors Manual),84,,17,€26.92,15.52,27.02
Porto Airport,Porto Airport,SEP2_SA(02/09/2023--03/09/2023),MDMR (Volkswagen UP 5 doors Manual),84,,18,€26.92,15.52,27.02
Porto Airport,Porto Airport,SEP2_SA(02/09/2023--03/09/2023),MDMR (Volkswagen UP 5 doors Manual),84,,19,€26.92,15.52,27.02
Porto Airport,Porto Airport,SEP2_SA(02/09/2023--03/09/2023),MDMR (Volkswagen UP 5 doors Manual),84,,20,€26.92,15.52,27.02
Porto Airport,Porto Airport,SEP2_SA(02/09/2023--03/09/2023),MDMR (Volkswagen UP 5 doors Manual),84,,21,€26.92,15.52,27.02
Porto Airport,Porto Airport,SEP2_SA(02/09/2023--03/09/2023),MDMR (Volkswagen UP 5 doors Manual),84,,22,€26.92,15.52,27.02
Porto Airport,Porto Airport,SEP2_SA(02/09/2023--03/09/2023),MDMR (Volkswagen UP 5 doors Manual),84,,23,€26.92,15.52,27.02
Porto Airport,Porto Airport,SEP2_SA(02/09/2023--03/09/2023),MDMR (Volkswagen UP 5 doors Manual),84,,24,€26.92,15.52,27.02
Porto Airport,Porto Airport,SEP2_SA(02/09/2023--03/09/2023),MDMR (Volkswagen UP 5 doors Manual),84,,25,€26.92,15.52,27.02
Porto Airport,Porto Airport,SEP2_SA(02/09/2023--03/09/2023),MDMR (Volkswagen UP 5 doors Manual),84,,26,€26.92,15.52,27.02
Porto Airport,Porto Airport,SEP2_SA(02/09/2023--03/09/2023),MDMR (Volkswagen UP 5 doors Manual),84,,27,€26.92,15.52,27.02
Porto Airport,Porto Airport,SEP2_SA(02/09/2023--03/09/2023),MDMR (Volkswagen UP 5 doors Manual),84,,28,€26.92,15.52,27.02
Porto Airport,Porto Airport,SEP2_SA(02/09/2023--03/09/2023),MDMR (Volkswagen UP 5 doors Manual),84,,29,€26.92,15.52,27.02
Porto Airport,Porto Airport,SEP2_SA(02/09/2023--03/09/2023),MDMR (Volkswagen UP 5 doors Manual),84,,30,€26.92,15.52,27.02
Porto Airport,Porto Airport,SEP2_SA(02/09/2023--03/09/2023),MDMR (Volkswagen UP 5 doors Manual),84,,31,€26.92,15.52,27.02
Porto Airport,Porto Airport,SEP2_SA(02/09/2023--03/09/2023),NBMH (Fiat 500 Dolcevita),84,,1,€26.92,26.82,26.82
Porto Airport,Porto Airport,SEP2_SA(02/09/2023--03/09/2023),NBMH (Fiat 500 Dolcevita),84,,2,€26.92,26.82,26.82
Porto Airport,Porto Airport,SEP2_SA(02/09/2023--03/09/2023),NBMH (Fiat 500 Dolcevita),84,,3,€26.92,16.66,26.82
Porto Airport,Porto Airport,SEP2_SA(02/09/2023--03/09/2023),NBMH (Fiat 500 Dolcevita),84,,4,€26.92,16.66,26.82
Porto Airport,Porto Airport,SEP2_SA(02/09/2023--03/09/2023),NBMH (Fiat 500 Dolcevita),84,,5,€26.92,18.66,26.82
Porto Airport,Porto Airport,SEP2_SA(02/09/2023--03/09/2023),NBMH (Fiat 500 Dolcevita),84,,6,€26.92,18.66,26.82
Porto Airport,Porto Airport,SEP2_SA(02/09/2023--03/09/2023),NBMH (Fiat 500 Dolcevita),84,,7,€26.92,14.21,26.82
Porto Airport,Porto Airport,SEP2_SA(02/09/2023--03/09/2023),NBMH (Fiat 500 Dolcevita),84,,8,€26.92,14.21,26.82
Porto Airport,Porto Airport,SEP2_SA(02/09/2023--03/09/2023),NBMH (Fiat 500 Dolcevita),84,,9,€26.92,14.21,26.82
Porto Airport,Porto Airport,SEP2_SA(02/09/2023--03/09/2023),NBMH (Fiat 500 Dolcevita),84,,10,€26.92,14.21,26.82
Porto Airport,Porto Airport,SEP2_SA(02/09/2023--03/09/2023),NBMH (Fiat 500 Dolcevita),84,,11,€26.92,14.21,26.82
Porto Airport,Porto Airport,SEP2_SA(02/09/2023--03/09/2023),NBMH (Fiat 500 Dolcevita),84,,12,€26.92,14.21,26.82
Porto Airport,Porto Airport,SEP2_SA(02/09/2023--03/09/2023),NBMH (Fiat 500 Dolcevita),84,,13,€26.92,14.21,26.82
Porto Airport,Porto Airport,SEP2_SA(02/09/2023--03/09/2023),NBMH (Fiat 500 Dolcevita),84,,14,€26.92,15.32,26.82
Porto Airport,Porto Airport,SEP2_SA(02/09/2023--03/09/2023),NBMH (Fiat 500 Dolcevita),84,,15,€26.92,15.32,26.82
Porto Airport,Porto Airport,SEP2_SA(02/09/2023--03/09/2023),NBMH (Fiat 500 Dolcevita),84,,16,€26.92,15.32,26.82
Porto Airport,Porto Airport,SEP2_SA(02/09/2023--03/09/2023),NBMH (Fiat 500 Dolcevita),84,,17,€26.92,15.32,26.82
Porto Airport,Porto Airport,SEP2_SA(02/09/2023--03/09/2023),NBMH (Fiat 500 Dolcevita),84,,18,€26.92,15.32,26.82
Porto Airport,Porto Airport,SEP2_SA(02/09/2023--03/09/2023),NBMH (Fiat 500 Dolcevita),84,,19,€26.92,15.32,26.82
Porto Airport,Porto Airport,SEP2_SA(02/09/2023--03/09/2023),NBMH (Fiat 500 Dolcevita),84,,20,€26.92,15.32,26.82
Porto Airport,Porto Airport,SEP2_SA(02/09/2023--03/09/2023),NBMH (Fiat 500 Dolcevita),84,,21,€26.92,15.32,26.82
Porto Airport,Porto Airport,SEP2_SA(02/09/2023--03/09/2023),NBMH (Fiat 500 Dolcevita),84,,22,€26.92,15.32,26.82
Porto Airport,Porto Airport,SEP2_SA(02/09/2023--03/09/2023),NBMH (Fiat 500 Dolcevita),84,,23,€26.92,15.32,26.82
Porto Airport,Porto Airport,SEP2_SA(02/09/2023--03/09/2023),NBMH (Fiat 500 Dolcevita),84,,24,€26.92,15.32,26.82
Porto Airport,Porto Airport,SEP2_SA(02/09/2023--03/09/2023),NBMH (Fiat 500 Dolcevita),84,,25,€26.92,15.32,26.82
Porto Airport,Porto Airport,SEP2_SA(02/09/2023--03/09/2023),NBMH (Fiat 500 Dolcevita),84,,26,€26.92,15.32,26.82
Porto Airport,Porto Airport,SEP2_SA(02/09/2023--03/09/2023),NBMH (Fiat 500 Dolcevita),84,,27,€26.92,15.32,26.82
Porto Airport,Porto Airport,SEP2_SA(02/09/2023--03/09/2023),NBMH (Fiat 500 Dolcevita),84,,28,€26.92,15.32,26.82
Porto Airport,Porto Airport,SEP2_SA(02/09/2023--03/09/2023),NBMH (Fiat 500 Dolcevita),84,,29,€26.92,15.32,26.82
Porto Airport,Porto Airport,SEP2_SA(02/09/2023--03/09/2023),NBMH (Fiat 500 Dolcevita),84,,30,€26.92,15.32,26.82
Porto Airport,Porto Airport,SEP2_SA(02/09/2023--03/09/2023),NBMH (Fiat 500 Dolcevita),84,,31,€26.92,15.32,26.82
Porto Airport,Porto Airport,SEP2_SA(02/09/2023--03/09/2023),SFAR (Skoda Kamiq Automatic),108,,1,€71.01,85.21,85.21
Porto Airport,Porto Airport,SEP2_SA(02/09/2023--03/09/2023),SFAR (Skoda Kamiq Automatic),108,,2,€71.01,85.21,85.21
Porto Airport,Porto Airport,SEP2_SA(02/09/2023--03/09/2023),SFAR (Skoda Kamiq Automatic),108,,3,€71.01,60.67,85.21
Porto Airport,Porto Airport,SEP2_SA(02/09/2023--03/09/2023),SFAR (Skoda Kamiq Automatic),108,,4,€71.01,60.67,85.21
Porto Airport,Porto Airport,SEP2_SA(02/09/2023--03/09/2023),SFAR (Skoda Kamiq Automatic),108,,5,€71.01,59.18,85.21
Porto Airport,Porto Airport,SEP2_SA(02/09/2023--03/09/2023),SFAR (Skoda Kamiq Automatic),108,,6,€71.01,59.18,85.21
Porto Airport,Porto Airport,SEP2_SA(02/09/2023--03/09/2023),SFAR (Skoda Kamiq Automatic),108,,7,€71.01,55.54,85.21
Porto Airport,Porto Airport,SEP2_SA(02/09/2023--03/09/2023),SFAR (Skoda Kamiq Automatic),108,,8,€71.01,55.54,85.21
Porto Airport,Porto Airport,SEP2_SA(02/09/2023--03/09/2023),SFAR (Skoda Kamiq Automatic),108,,9,€71.01,55.54,85.21
Porto Airport,Porto Airport,SEP2_SA(02/09/2023--03/09/2023),SFAR (Skoda Kamiq Automatic),108,,10,€71.01,55.54,85.21
Porto Airport,Porto Airport,SEP2_SA(02/09/2023--03/09/2023),SFAR (Skoda Kamiq Automatic),108,,11,€71.01,55.54,85.21
Porto Airport,Porto Airport,SEP2_SA(02/09/2023--03/09/2023),SFAR (Skoda Kamiq Automatic),108,,12,€71.01,55.54,85.21
Porto Airport,Porto Airport,SEP2_SA(02/09/2023--03/09/2023),SFAR (Skoda Kamiq Automatic),108,,13,€71.01,55.54,85.21
Porto Airport,Porto Airport,SEP2_SA(02/09/2023--03/09/2023),SFAR (Skoda Kamiq Automatic),108,,14,€71.01,54.1,85.21
Porto Airport,Porto Airport,SEP2_SA(02/09/2023--03/09/2023),SFAR (Skoda Kamiq Automatic),108,,15,€71.01,54.1,85.21
Porto Airport,Porto Airport,SEP2_SA(02/09/2023--03/09/2023),SFAR (Skoda Kamiq Automatic),108,,16,€71.01,54.1,85.21
Porto Airport,Porto Airport,SEP2_SA(02/09/2023--03/09/2023),SFAR (Skoda Kamiq Automatic),108,,17,€71.01,54.1,85.21
Porto Airport,Porto Airport,SEP2_SA(02/09/2023--03/09/2023),SFAR (Skoda Kamiq Automatic),108,,18,€71.01,54.1,85.21
Porto Airport,Porto Airport,SEP2_SA(02/09/2023--03/09/2023),SFAR (Skoda Kamiq Automatic),108,,19,€71.01,54.1,85.21
Porto Airport,Porto Airport,SEP2_SA(02/09/2023--03/09/2023),SFAR (Skoda Kamiq Automatic),108,,20,€71.01,54.1,85.21
Porto Airport,Porto Airport,SEP2_SA(02/09/2023--03/09/2023),SFAR (Skoda Kamiq Automatic),108,,21,€71.01,54.1,85.21
Porto Airport,Porto Airport,SEP2_SA(02/09/2023--03/09/2023),SFAR (Skoda Kamiq Automatic),108,,22,€71.01,54.1,85.21
Porto Airport,Porto Airport,SEP2_SA(02/09/2023--03/09/2023),SFAR (Skoda Kamiq Automatic),108,,23,€71.01,54.1,85.21
Porto Airport,Porto Airport,SEP2_SA(02/09/2023--03/09/2023),SFAR (Skoda Kamiq Automatic),108,,24,€71.01,54.1,85.21
Porto Airport,Porto Airport,SEP2_SA(02/09/2023--03/09/2023),SFAR (Skoda Kamiq Automatic),108,,25,€71.01,54.1,85.21
Porto Airport,Porto Airport,SEP2_SA(02/09/2023--03/09/2023),SFAR (Skoda Kamiq Automatic),108,,26,€71.01,54.1,85.21
Porto Airport,Porto Airport,SEP2_SA(02/09/2023--03/09/2023),SFAR (Skoda Kamiq Automatic),108,,27,€71.01,54.1,85.21
Porto Airport,Porto Airport,SEP2_SA(02/09/2023--03/09/2023),SFAR (Skoda Kamiq Automatic),108,,28,€71.01,54.1,85.21
Porto Airport,Porto Airport,SEP2_SA(02/09/2023--03/09/2023),SFAR (Skoda Kamiq Automatic),108,,29,€71.01,54.1,85.21
Porto Airport,Porto Airport,SEP2_SA(02/09/2023--03/09/2023),SFAR (Skoda Kamiq Automatic),108,,30,€71.01,54.1,85.21
Porto Airport,Porto Airport,SEP2_SA(02/09/2023--03/09/2023),SFAR (Skoda Kamiq Automatic),108,,31,€71.01,54.1,85.21
Porto Airport,Porto Airport,SEP2_SA(02/09/2023--03/09/2023),SFMR (Volkswagen T-Roc Manual),108,,1,€30.12,36.14,36.14
Porto Airport,Porto Airport,SEP2_SA(02/09/2023--03/09/2023),SFMR (Volkswagen T-Roc Manual),108,,2,€30.12,36.14,36.14
Porto Airport,Porto Airport,SEP2_SA(02/09/2023--03/09/2023),SFMR (Volkswagen T-Roc Manual),108,,3,€30.12,23.95,36.14
Porto Airport,Porto Airport,SEP2_SA(02/09/2023--03/09/2023),SFMR (Volkswagen T-Roc Manual),108,,4,€30.12,23.95,36.14
Porto Airport,Porto Airport,SEP2_SA(02/09/2023--03/09/2023),SFMR (Volkswagen T-Roc Manual),108,,5,€30.12,26.35,36.14
Porto Airport,Porto Airport,SEP2_SA(02/09/2023--03/09/2023),SFMR (Volkswagen T-Roc Manual),108,,6,€30.12,26.35,36.14
Porto Airport,Porto Airport,SEP2_SA(02/09/2023--03/09/2023),SFMR (Volkswagen T-Roc Manual),108,,7,€30.12,21.01,36.14
Porto Airport,Porto Airport,SEP2_SA(02/09/2023--03/09/2023),SFMR (Volkswagen T-Roc Manual),108,,8,€30.12,21.01,36.14
Porto Airport,Porto Airport,SEP2_SA(02/09/2023--03/09/2023),SFMR (Volkswagen T-Roc Manual),108,,9,€30.12,21.01,36.14
Porto Airport,Porto Airport,SEP2_SA(02/09/2023--03/09/2023),SFMR (Volkswagen T-Roc Manual),108,,10,€30.12,21.01,36.14
Porto Airport,Porto Airport,SEP2_SA(02/09/2023--03/09/2023),SFMR (Volkswagen T-Roc Manual),108,,11,€30.12,21.01,36.14
Porto Airport,Porto Airport,SEP2_SA(02/09/2023--03/09/2023),SFMR (Volkswagen T-Roc Manual),108,,12,€30.12,21.01,36.14
Porto Airport,Porto Airport,SEP2_SA(02/09/2023--03/09/2023),SFMR (Volkswagen T-Roc Manual),108,,13,€30.12,21.01,36.14
Porto Airport,Porto Airport,SEP2_SA(02/09/2023--03/09/2023),SFMR (Volkswagen T-Roc Manual),108,,14,€30.12,22.34,36.14
Porto Airport,Porto Airport,SEP2_SA(02/09/2023--03/09/2023),SFMR (Volkswagen T-Roc Manual),108,,15,€30.12,22.34,36.14
Porto Airport,Porto Airport,SEP2_SA(02/09/2023--03/09/2023),SFMR (Volkswagen T-Roc Manual),108,,16,€30.12,22.34,36.14
Porto Airport,Porto Airport,SEP2_SA(02/09/2023--03/09/2023),SFMR (Volkswagen T-Roc Manual),108,,17,€30.12,22.34,36.14
Porto Airport,Porto Airport,SEP2_SA(02/09/2023--03/09/2023),SFMR (Volkswagen T-Roc Manual),108,,18,€30.12,22.34,36.14
Porto Airport,Porto Airport,SEP2_SA(02/09/2023--03/09/2023),SFMR (Volkswagen T-Roc Manual),108,,19,€30.12,22.34,36.14
Porto Airport,Porto Airport,SEP2_SA(02/09/2023--03/09/2023),SFMR (Volkswagen T-Roc Manual),108,,20,€30.12,22.34,36.14
Porto Airport,Porto Airport,SEP2_SA(02/09/2023--03/09/2023),SFMR (Volkswagen T-Roc Manual),108,,21,€30.12,22.34,36.14
Porto Airport,Porto Airport,SEP2_SA(02/09/2023--03/09/2023),SFMR (Volkswagen T-Roc Manual),108,,22,€30.12,22.34,36.14
